 elem_id        Young      Poisson
       1       173302     0.277056
       2       172914     0.291027
       3       173062     0.304912
       4       173677     0.318623
       5       179015     0.326931
       6       187312     0.332046
       7       200206      0.33172
       8       215579     0.325906
       9       231578     0.320522
      10       245138     0.316001
      11       253987      0.31295
      12       256247     0.311425
      13       257228     0.310559
      14       253141     0.308471
      15       246876      0.30806
      16       237520     0.306378
      17       227184     0.304189
      18       219874     0.303232
      19       213834     0.302969
      20       214894     0.303008
      21       155641     0.284407
      22       158293     0.296915
      23       160960     0.309509
      24       167186     0.320134
      25       174766     0.328583
      26       187243     0.330751
      27       203322      0.32704
      28       220474     0.321933
      29       236249      0.31604
      30       249859     0.311477
      31       261623     0.308477
      32       270985     0.307926
      33       273673     0.308983
      34       272253     0.309361
      35       266942     0.307038
      36       257230     0.304961
      37       245007      0.30234
      38       233614     0.298332
      39       223328     0.296592
      40       217788     0.295651
      41       142250      0.29273
      42       146108     0.303601
      43       153915     0.314545
      44       162277     0.323127
      45       173912     0.327918
      46       188394     0.326552
      47       203857     0.322647
      48       222238     0.316626
      49       239848     0.310055
      50       255288     0.306743
      51       269562     0.305781
      52       279008     0.307894
      53       285303     0.309161
      54       286952     0.310002
      55       283175     0.308853
      56       274192     0.305583
      57       261215     0.300975
      58       246463     0.296316
      59       233158     0.291752
      60       221734     0.289594
      61       134200     0.302203
      62       140626     0.310248
      63       149045     0.317897
      64       160204     0.322723
      65       172268     0.323535
      66       186720     0.321858
      67       204717     0.316551
      68       222070     0.311887
      69       241064      0.30689
      70       256675     0.304929
      71       270585     0.305225
      72       281463     0.307739
      73       289792     0.311243
      74       294468     0.312402
      75       290856     0.312158
      76       283064     0.308045
      77       270528     0.302837
      78       255584     0.297281
      79       239643     0.292417
      80       226064     0.288747
      81       131000     0.309908
      82       138034     0.314257
      83       147911     0.317556
      84       159188     0.318773
      85       169943     0.318851
      86       185334     0.315549
      87       201979     0.312245
      88       219666     0.307561
      89       235860     0.304241
      90       252006     0.303809
      91       265807     0.306272
      92       276806     0.310193
      93       284744     0.313973
      94       288972     0.316781
      95       289804     0.315525
      96       283536     0.312952
      97       272528     0.307289
      98       257445     0.301195
      99       243117     0.296366
     100       230455     0.292531
     101       134220     0.315923
     102       140653     0.316038
     103       147909     0.315554
     104       155793     0.314619
     105       167585     0.312137
     106       180898     0.310439
     107       196357     0.307405
     108       211657     0.304658
     109       227999     0.303551
     110       242267     0.304616
     111       254433     0.308025
     112       264322     0.313016
     113       271133     0.317461
     114       275008     0.320062
     115       275571     0.320865
     116       273326     0.317552
     117       265034     0.313652
     118       254073      0.30721
     119       243034     0.301497
     120       232155     0.298412
     121       139208     0.315968
     122       144327     0.313817
     123       148059     0.311405
     124       154304     0.308203
     125       162939     0.306578
     126       174043     0.304957
     127       186642     0.303809
     128       201963     0.303592
     129       216365     0.304322
     130       228993     0.306523
     131       238930     0.310349
     132       246140     0.315214
     133       251209     0.320068
     134       253773     0.323053
     135       254376     0.323548
     136       253000     0.322201
     137       250201     0.317793
     138       244172      0.31137
     139       236683     0.306081
     140       229070     0.303631
     141       144210     0.313346
     142       145173     0.309623
     143       147684     0.304628
     144       151205     0.301478
     145       156451      0.30054
     146       164287     0.300495
     147       176549     0.301919
     148       190121     0.303933
     149       203461     0.306318
     150       214485     0.309223
     151       222162     0.312802
     152       226596     0.316896
     153       228662     0.320875
     154       229609     0.323921
     155       229502     0.324564
     156       229104     0.322587
     157       229250     0.318541
     158       227525     0.312638
     159       225625     0.307021
     160       222038     0.303186
     161       148918     0.307306
     162       147185     0.301325
     163       145190     0.297681
     164       145852     0.295752
     165       148133     0.295249
     166       155268     0.297621
     167       165888     0.301452
     168       178857     0.305685
     169       191534      0.30956
     170       201537     0.312831
     171       207549      0.31568
     172       209637     0.318352
     173       208957     0.320774
     174       207104     0.322397
     175       205665     0.322483
     176       204867     0.319866
     177       204739     0.314915
     178       206136     0.308977
     179       207363     0.302274
     180       206837     0.298408
     181       152254     0.299834
     182       148237     0.294077
     183       143238     0.290553
     184       140556     0.289634
     185       141621     0.291704
     186       147271     0.296422
     187       157423     0.302732
     188       170175     0.309154
     189       182773     0.314421
     190       192565     0.317946
     191       197921     0.319864
     192       198646     0.320687
     193       195815     0.320789
     194       191226      0.32003
     195       186749     0.317778
     196       183912     0.313468
     197       182317     0.306265
     198       183737     0.299022
     199       184622     0.292377
     200       185811     0.287166
     201       156920      0.29323
     202       149330     0.288943
     203       142718     0.286651
     204       137764      0.28648
     205       137969     0.290455
     206       143110     0.297627
     207       152972     0.306313
     208       165705     0.314776
     209       178575     0.321368
     210       188864     0.325185
     211       194657      0.32621
     212       195273     0.325023
     213       191274     0.322253
     214       184204     0.318122
     215       176103     0.312384
     216       168764     0.304724
     217       164066       0.2952
     218       161102     0.286092
     219       159140     0.277622
     220       158716     0.272831
     221       163844     0.289055
     222       154276     0.286035
     223       146462     0.284632
     224       140282     0.286641
     225       139634     0.292869
     226       144317     0.301699
     227       153718     0.312511
     228       166162      0.32264
     229       179215     0.330335
     230       190334     0.334438
     231       197415     0.334711
     232       199121     0.331599
     233       195126     0.325762
     234       186264     0.317681
     235       174246     0.307595
     236       162207     0.295649
     237       151188     0.283343
     238       142836     0.271361
     239       137370     0.264281
     240       135193     0.259574
     241       174520     0.287432
     242       163594     0.286696
     243       155007     0.286575
     244       148698     0.290808
     245       147498     0.298319
     246       151149     0.309085
     247       159686     0.320707
     248       171265     0.331963
     249       184023     0.340228
     250       195856     0.344388
     251       204605     0.343995
     252       208252      0.33923
     253       205363      0.33057
     254       195547     0.318589
     255       181043     0.303822
     256       163577     0.287977
     257       146040     0.272555
     258       132785     0.258446
     259       122672     0.250251
     260       119121      0.24722
     261       187239     0.288729
     262       175916     0.289961
     263       166105     0.292066
     264       161535     0.297638
     265       159810       0.3063
     266       162841      0.31769
     267       169701     0.330121
     268       179972     0.340846
     269       191897     0.348997
     270       204012     0.352711
     271       214294     0.351606
     272       220167     0.345558
     273       218923     0.334702
     274       210041     0.319329
     275       193284     0.301155
     276       171422      0.28173
     277       150080     0.262546
     278       130947     0.248432
     279       120535     0.239646
     280       114234     0.240464
     281       199653     0.292471
     282       188919     0.294279
     283       178941     0.299166
     284       174281     0.305404
     285       174135     0.314816
     286       176492     0.326216
     287       182388     0.337756
     288       190808     0.347801
     289       201691     0.354202
     290       213616     0.356943
     291       224883     0.354937
     292       232451     0.347959
     293       233721      0.33556
     294       225489     0.318535
     295       207523     0.297933
     296       183973     0.275251
     297       158107     0.255175
     298       138183     0.240775
     299       123071     0.234099
     300       118091     0.234256
     301       208218     0.296325
     302       199340     0.300023
     303       191774     0.305025
     304       185842     0.312697
     305       185403     0.322606
     306       189786     0.332629
     307       194988     0.342505
     308       202665     0.350191
     309       212196     0.354815
     310       223662     0.355352
     311       235018     0.352275
     312       244025     0.344451
     313       246290     0.331796
     314       238447     0.314101
     315       221277      0.29163
     316       196425      0.26855
     317       172004     0.247765
     318       149967     0.234511
     319       134978     0.228737
     320       130421     0.232116
     321       213924     0.299559
     322       204376     0.305885
     323       198466     0.311377
     324       195327     0.318909
     325       195466     0.326923
     326       198793     0.336351
     327       205912     0.343429
     328       213188     0.347988
     329       222070     0.349711
     330       233037     0.347925
     331       243556     0.343328
     332       252429     0.334813
     333       254203     0.322454
     334       246968     0.304456
     335       230707     0.282228
     336       207743     0.259712
     337       182238     0.240826
     338       161180     0.227908
     339       149868     0.224576
     340       144813     0.231356
     341       213826     0.302837
     342       206575     0.308896
     343       201682     0.316235
     344       199715     0.322416
     345       201305     0.329839
     346       205121     0.335925
     347       210707     0.340606
     348       221102     0.341734
     349       229632     0.339979
     350       240060     0.335742
     351       248778     0.329881
     352       255623     0.320655
     353       256378     0.307346
     354       250333     0.290347
     355       234905     0.269855
     356       212086     0.249464
     357       189838     0.231766
     358       170362     0.221751
     359       161651     0.220158
     360       160575     0.229689
     361       211483     0.304042
     362       204333     0.311589
     363       200124     0.317625
     364       199417      0.32418
     365       201933     0.328505
     366       207783     0.333501
     367       215826     0.334729
     368       221544      0.33304
     369       231720     0.328104
     370       240128     0.321392
     371       249016     0.311963
     372       253308     0.302151
     373       253769     0.290116
     374       246063     0.274108
     375       230589     0.255195
     376       211697     0.236558
     377       191135     0.221356
     378       176295     0.215595
     379       170758     0.218451
     380       174409     0.227499
     381       205018     0.306291
     382       200367     0.311716
     383       197417      0.31864
